"Year","Month","Month Name","State","City","Store name","Lines","Category","Sales revenue","Quantity sold","Margin"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Casual dresses","72.4","1","-1.4"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Evening wear","364.6","2","182.9"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Skirts","364.6","2","213"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Boatwear","0","0","0"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Day wear","660.6","6","259.3"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Hats,gloves,scarves","326.3","4","105"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","2 Pocket shirts","3596.9","19","1582.7"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Long sleeve","1175.6","7","559.7"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Short sleeve","823.2","7","147.6"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Cardigan","4877.2","29","2267.4"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Soft fabric","303.4","2","124.8"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Sweat-T-Shirts","T-Shirts","30211.9","184","15594.8"
"2014","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Trousers","Party pants","1563.2","9","558.5"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Accessories","Belts,bags,wallets","2551.5","17","1133.2"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Accessories","Hats,gloves,scarves","154.8","1","39.3"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Evening wear","874.5","6","330.2"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Skirts","182.3","1","106.5"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Sweater dresses","72.4","1","-4.4"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Jackets","Boatwear","364.6","2","215.2"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","2 Pocket shirts","1741.9","9","805.5"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","Long sleeve","364.6","2","193.9"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","Short sleeve","729.2","5","307.5"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Sweaters","Soft fabric","866.8","4","504.8"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Sweat-T-Shirts","T-Shirts","16776.7","97","9069"
"2014","4","April","Massachusetts","Boston","e-Fashion Boston Newbury","Trousers","Party pants","159.7","1","65.8"
"2014","4","April","New York","New York","e-Fashion New York 5th","Accessories","Belts,bags,wallets","8264.6","60","3567.7"
"2014","4","April","New York","New York","e-Fashion New York 5th","Accessories","Hats,gloves,scarves","3264.2","28","1232.9"
"2014","4","April","New York","New York","e-Fashion New York 5th","Accessories","Jewelry","32320.4","199","15487.9"
"2014","4","April","New York","New York","e-Fashion New York 5th","Accessories","Lounge wear","619.2","4","344.8"
"2014","4","April","New York","New York","e-Fashion New York 5th","City Trousers","Long lounge pants","134.7","3","-56.7"
"2014","4","April","New York","New York","e-Fashion New York 5th","Dresses","Evening wear","182.3","1","101.4"
"2014","4","April","New York","New York","e-Fashion New York 5th","Dresses","Skirts","182.3","1","106.5"
"2014","4","April","New York","New York","e-Fashion New York 5th","Jackets","Boatwear","546.9","3","320.1"
"2014","4","April","New York","New York","e-Fashion New York 5th","Jackets","Fancy fabric","729.2","4","359.6"
"2014","4","April","New York","New York","e-Fashion New York 5th","Outerwear","Day wear","2184","16","1187.1"
"2014","4","April","New York","New York","e-Fashion New York 5th","Outerwear","Hats,gloves,scarves","380.9","5","99.9"
"2014","4","April","New York","New York","e-Fashion New York 5th","Shirt Waist","2 Pocket shirts","2166.7","12","864.6"
"2014","4","April","New York","New York","e-Fashion New York 5th","Shirt Waist","Long sleeve","1184.8","8","510.6"
"2014","4","April","New York","New York","e-Fashion New York 5th","Shirt Waist","Short sleeve","1322.6","10","305.7"
"2014","4","April","New York","New York","e-Fashion New York 5th","Sweaters","Cardigan","2716.2","17","1220.4"
"2014","4","April","New York","New York","e-Fashion New York 5th","Sweaters","Soft fabric","524.6","3","255.4"
"2014","4","April","New York","New York","e-Fashion New York 5th","Sweaters","Turtleneck","159.7","1","68.5"
"2014","4","April","New York","New York","e-Fashion New York 5th","Sweat-T-Shirts","T-Shirts","16983.3","100","9070.6"
"2014","4","April","New York","New York","e-Fashion New York 5th","Trousers","Party pants","2228.5","14","749.5"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Belts,bags,wallets","11123.6","86","5057"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Hats,gloves,scarves","3630.4","24","1988"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Jewelry","31999.8","203","14846"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Lounge wear","3902.2","20","2195.1"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","City Skirts","Mini city","433.3","3","88.6"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Dresses","Casual dresses","144.7","2","1.6"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Dresses","Evening wear","1825.6","7","1055.7"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Dresses","Skirts","683.4","4","380.7"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Jackets","Boatwear","911.5","5","537.9"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Jackets","Fancy fabric","911.4","5","449.5"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Jackets","Outdoor","45.8","1","-45.4"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Outerwear","Day wear","2611.9","19","1301.1"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Outerwear","Hats,gloves,scarves","1342","17","400.7"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Overcoats","Wet wear","90.7","1","0.1"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Shirt Waist","2 Pocket shirts","2165.3","14","665.6"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Shirt Waist","Long sleeve","2324","13","1207.8"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Shirt Waist","Short sleeve","3112.6","26","780.8"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Sweaters","Cardigan","2868.9","22","780.7"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Sweaters","Soft fabric","2426.9","13","1263.4"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Sweat-T-Shirts","T-Shirts","23235.7","138","12250.9"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Trousers","Jeans","228.1","1","123.3"
"2014","4","April","New York","New York","e-Fashion New York Magnolia","Trousers","Party pants","2279.2","12","1029.6"
"2014","4","April","Texas","Austin","e-Fashion Austin","Accessories","Belts,bags,wallets","4798.6","32","2230.5"
"2014","4","April","Texas","Austin","e-Fashion Austin","Accessories","Hats,gloves,scarves","2778.9","19","1373.5"
"2014","4","April","Texas","Austin","e-Fashion Austin","Accessories","Jewelry","26938.3","165","12765.6"
"2014","4","April","Texas","Austin","e-Fashion Austin","Accessories","Lounge wear","1368.6","6","695.4"
"2014","4","April","Texas","Austin","e-Fashion Austin","City Trousers","Long lounge pants","186.7","3","-14"
"2014","4","April","Texas","Austin","e-Fashion Austin","Dresses","Skirts","1458.4","8","852.2"
"2014","4","April","Texas","Austin","e-Fashion Austin","Jackets","Boatwear","182.3","1","110.7"
"2014","4","April","Texas","Austin","e-Fashion Austin","Outerwear","Day wear","1091.9","8","583.3"
"2014","4","April","Texas","Austin","e-Fashion Austin","Outerwear","Hats,gloves,scarves","1798.1","21","619.5"
"2014","4","April","Texas","Austin","e-Fashion Austin","Shirt Waist","2 Pocket shirts","2301.9","12","1104"
"2014","4","April","Texas","Austin","e-Fashion Austin","Shirt Waist","Long sleeve","1757.4","10","895.1"
"2014","4","April","Texas","Austin","e-Fashion Austin","Shirt Waist","Short sleeve","1071.1","11","120.9"
"2014","4","April","Texas","Austin","e-Fashion Austin","Sweaters","Cardigan","1755.8","11","822.4"
"2014","4","April","Texas","Austin","e-Fashion Austin","Sweaters","Soft fabric","570.4","3","304.1"
"2014","4","April","Texas","Austin","e-Fashion Austin","Sweat-T-Shirts","T-Shirts","8084.8","47","4329.4"
"2014","4","April","Texas","Austin","e-Fashion Austin","Trousers","Party pants","3275.2","18","1344.4"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Belts,bags,wallets","1453","15","316.9"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Hats,gloves,scarves","1046.4","11","312.3"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Jewelry","19049.8","121","8780.1"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Lounge wear","765.8","4","404.2"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","City Skirts","Mini city","247.7","2","81"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Dresses","Casual dresses","118.2","1","-7.2"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Dresses","Skirts","364.6","2","213"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Jackets","Boatwear","1162","6","726.7"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Jackets","Fancy fabric","182.3","1","89.9"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Outerwear","Day wear","900.5","7","471.2"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Outerwear","Hats,gloves,scarves","906.2","11","292"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Shirt Waist","2 Pocket shirts","866.8","5","319.4"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Shirt Waist","Long sleeve","1167.4","8","455.2"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Shirt Waist","Short sleeve","438.6","3","98"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Sweaters","Cardigan","2966.1","20","1067.1"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Sweaters","Soft fabric","228.1","1","138.8"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Sweaters","Turtleneck","35.7","1","-97.2"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Sweat-T-Shirts","T-Shirts","17292.8","114","8342.5"
"2014","4","April","Texas","Dallas","e-Fashion Dallas","Trousers","Party pants","912.2","5","393"
"2014","4","April","Texas","Houston","e-Fashion Houston","Accessories","Belts,bags,wallets","561.2","4","228.7"
"2014","4","April","Texas","Houston","e-Fashion Houston","Accessories","Hats,gloves,scarves","838.2","5","489.8"
"2014","4","April","Texas","Houston","e-Fashion Houston","Accessories","Jewelry","21209.6","130","10395.9"
"2014","4","April","Texas","Houston","e-Fashion Houston","Accessories","Lounge wear","309.6","2","172.4"
"2014","4","April","Texas","Houston","e-Fashion Houston","Dresses","Evening wear","620.5","3","310.9"
"2014","4","April","Texas","Houston","e-Fashion Houston","Dresses","Skirts","1093.8","6","639.1"
"2014","4","April","Texas","Houston","e-Fashion Houston","Jackets","Boatwear","182.3","1","110.2"
"2014","4","April","Texas","Houston","e-Fashion Houston","Jackets","Fancy fabric","182.3","1","89.9"
"2014","4","April","Texas","Houston","e-Fashion Houston","Outerwear","Day wear","682.5","5","361.2"
"2014","4","April","Texas","Houston","e-Fashion Houston","Outerwear","Hats,gloves,scarves","489.2","6","151.8"
"2014","4","April","Texas","Houston","e-Fashion Houston","Shirt Waist","2 Pocket shirts","2115.3","11","995.3"
"2014","4","April","Texas","Houston","e-Fashion Houston","Shirt Waist","Long sleeve","1822.9","10","970.9"
"2014","4","April","Texas","Houston","e-Fashion Houston","Shirt Waist","Short sleeve","524.3","3","241.4"
"2014","4","April","Texas","Houston","e-Fashion Houston","Sweaters","Cardigan","3170.8","19","1376.3"
"2014","4","April","Texas","Houston","e-Fashion Houston","Sweaters","Soft fabric","1103.6","6","561.4"
"2014","4","April","Texas","Houston","e-Fashion Houston","Sweat-T-Shirts","T-Shirts","15432","92","8098"
"2014","4","April","Texas","Houston","e-Fashion Houston","Trousers","Party pants","1381","8","468.6"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Belts,bags,wallets","1733","12","769.9"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Hats,gloves,scarves","1138.7","7","639.2"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Jewelry","33059.1","202","16040"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Lounge wear","2207.7","10","1266.9"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Dresses","Casual dresses","72.4","1","0.8"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Dresses","Evening wear","182.3","1","101.4"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Jackets","Boatwear","364.6","2","220.6"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Outerwear","Day wear","1365","10","690.9"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Outerwear","Hats,gloves,scarves","1414.8","16","513.1"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Shirt Waist","2 Pocket shirts","2950.3","17","1124.7"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Shirt Waist","Long sleeve","911.5","6","348.3"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Shirt Waist","Short sleeve","2123.4","18","519.8"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Sweaters","Cardigan","2478.7","15","1107.1"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Sweat-T-Shirts","T-Shirts","30485.5","181","16089.6"
"2014","4","April","Texas","Houston","e-Fashion Houston Leighton","Trousers","Party pants","2297.1","13","994.6"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Belts,bags,wallets","5651","35","2611.9"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Hats,gloves,scarves","2143.2","14","1149.6"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Jewelry","23726.7","149","10482.5"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Lounge wear","1830.7","11","926.3"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","City Trousers","Long lounge pants","72.4","1","-9.4"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Dresses","Casual dresses","818.9","5","454.7"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Dresses","Evening wear","547.8","2","318"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Dresses","Skirts","1002.5","6","548.9"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Jackets","Fancy fabric","182.3","1","89.9"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Jackets","Outdoor","2081","14","957.9"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Day wear","4950.2","33","2442.3"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Hats,gloves,scarves","1088.4","12","416.6"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","2 Pocket shirts","2365.7","13","1011.1"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","Long sleeve","1147.1","8","402.9"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","Short sleeve","475.7","3","138.3"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Cardigan","1348.2","8","628.5"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Soft fabric","1687.8","9","878.4"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Sweat-T-Shirts","T-Shirts","30405.9","178","15316.2"
"2014","5","May","California","Los Angeles","e-Fashion Los Angeles","Trousers","Party pants","1189.9","8","396.2"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Belts,bags,wallets","5622.3","31","2949.8"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Hats,gloves,scarves","2155.7","15","1123.7"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Jewelry","29508.6","177","14020.9"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Lounge wear","2195.2","13","1229.6"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","City Trousers","Long lounge pants","134.7","3","-56.6"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Dresses","Casual dresses","328","2","182.5"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Dresses","Evening wear","1004","5","465.9"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Dresses","Skirts","510.4","5","135.2"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Jackets","Outdoor","154.5","1","71.3"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Outerwear","Day wear","5184.6","38","2814.6"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Outerwear","Hats,gloves,scarves","634.8","7","244.5"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Shirt Waist","2 Pocket shirts","4548.5","26","1730.4"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Shirt Waist","Long sleeve","729.2","4","397.9"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Shirt Waist","Short sleeve","1788","12","624.9"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Sweaters","Cardigan","2004.1","11","1057.8"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Sweaters","Soft fabric","1792.1","10","890.2"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Sweat-T-Shirts","T-Shirts","20079.2","117","10369.1"
"2014","5","May","California","San Francisco","e-Fashion San Francisco","Trousers","Party pants","2257","13","969.9"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Belts,bags,wallets","1392.2","11","554.6"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Hats,gloves,scarves","891.3","7","447"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Jewelry","18724.4","116","8204.1"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Lounge wear","154.8","1","82.5"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","City Trousers","Long lounge pants","44.9","1","-19.2"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Dresses","Casual dresses","317.7","2","173"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Dresses","Skirts","865.8","7","339.1"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Jackets","Boatwear","364.5","3","145.1"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Day wear","1823.2","14","946.5"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","2 Pocket shirts","1659.2","10","582.5"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","Long sleeve","1452.2","10","530.2"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","Short sleeve","337.1","2","138.8"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Cardigan","546.9","3","319.2"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Soft fabric","1076.4","6","532.7"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweat-T-Shirts","T-Shirts","13486","78","6831.1"
"2014","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Party pants","524.4","3","210.7"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Belts,bags,wallets","3125.2","29","943.6"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hats,gloves,scarves","1746.3","13","847.2"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Jewelry","20525.7","123","9608.6"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Lounge wear","2950.4","18","1648.3"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Casual dresses","1254.7","8","666.3"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Evening wear","546.9","4","226.3"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Skirts","510.4","3","283.4"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Boatwear","182.3","1","106.4"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Fancy fabric","182.3","1","89.9"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Outdoor","463.7","3","214.8"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Day wear","1453.5","13","620.6"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Hats,gloves,scarves","90.7","1","34.4"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","2 Pocket shirts","3388.1","17","1569.5"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Long sleeve","910.6","6","353.7"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Short sleeve","1942.9","12","806.2"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Soft fabric","1109.4","7","475.4"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Turtleneck","144.8","2","-36.9"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","T-Shirts","18833.6","111","9819.3"
"2014","5","May","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Party pants","1321.5","8","547.8"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Belts,bags,wallets","2643.3","16","1291.6"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hats,gloves,scarves","819.8","5","455"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Jewelry","15282.7","93","7386.5"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Lounge wear","619.2","4","333.7"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","City Skirts","Mini city","154.8","1","67.9"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Dresses","Casual dresses","327.5","2","182"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Dresses","Evening wear","273.9","2","46.5"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Dresses","Skirts","364.6","3","138.9"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Day wear","2046.4","15","1175.7"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Hats,gloves,scarves","254.7","3","85.6"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","2 Pocket shirts","4106.8","24","1499.3"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","Long sleeve","328.1","3","71.4"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","Short sleeve","290.7","2","93.2"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Cardigan","1822.1","10","895.1"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Soft fabric","1323","6","775.6"
"2014","5","May","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","T-Shirts","18532.1","108","9403.5"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Belts,bags,wallets","8048.1","57","3824.1"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hats,gloves,scarves","2603.2","17","1531.7"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Jewelry","30151.1","185","14056.4"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Lounge wear","1775.7","11","993.2"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Casual dresses","182.3","1","107.5"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Evening wear","410.8","2","182.3"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Skirts","911.5","5","532.6"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Boatwear","-154.8","-1","-82.1"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Fancy fabric","546.9","3","269.7"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Outdoor","923.1","6","474.3"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Day wear","4003.3","30","2213.8"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Hats,gloves,scarves","634.9","7","246.5"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","2 Pocket shirts","2188.7","11","1003.6"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Long sleeve","1065.6","7","429.3"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Short sleeve","1366.9","9","541.4"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Cardigan","2551.1","14","1314.9"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Soft fabric","775.5","4","415.8"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Sweat-T-Shirts","T-Shirts","36773","214","18580.6"
"2014","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Trousers","Party pants","1072","6","464.8"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Accessories","Belts,bags,wallets","182.3","1","95.6"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Evening wear","346.3","2","164.7"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Skirts","1731.7","13","752.7"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Jackets","Boatwear","182.3","2","34.7"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","2 Pocket shirts","1974.5","11","776.3"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","Long sleeve","182.3","1","99.5"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","Short sleeve","1023.2","6","458.1"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Sweaters","Soft fabric","707","4","345.5"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Sweat-T-Shirts","T-Shirts","22426.8","131","11381.9"
"2014","5","May","Massachusetts","Boston","e-Fashion Boston Newbury","Trousers","Party pants","228.1","1","126.8"
"2014","5","May","New York","New York","e-Fashion New York 5th","Accessories","Belts,bags,wallets","4511.9","25","2263.6"
"2014","5","May","New York","New York","e-Fashion New York 5th","Accessories","Hats,gloves,scarves","4570.4","31","2618.2"
"2014","5","May","New York","New York","e-Fashion New York 5th","Accessories","Jewelry","23253.5","142","10864.8"
"2014","5","May","New York","New York","e-Fashion New York 5th","Accessories","Lounge wear","2110.7","14","1152.7"
